source,destination,transmitter_type,modulation,channel_pattern,launch_power_dbm,execution_count,iterations,statuses_identical,gsnr_db_range,osnr_db_range,ase_dbm_range,gsnr_signal_bw_db_range,osnr_signal_bw_db_range,rx_signal_power_dbm_range,span_count_range
bristol,froxfield,voyager,16QAM,01111000,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,01111001,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,01111010,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,01111011,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,01111100,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,01111101,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,01111110,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,01111111,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10000000,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10000001,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10000010,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10000011,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10000100,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10000101,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10000110,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10000111,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10001000,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10001001,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10001010,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10001011,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10001100,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10001101,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10001110,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10001111,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10010000,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10010001,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10010010,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10010011,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10010100,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10010101,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10010110,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10010111,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10011000,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10011001,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10011010,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10011011,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10011100,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10011101,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10011110,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10011111,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10100000,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10100001,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10100010,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10100011,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10100100,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10100101,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10100110,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10100111,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10101000,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10101001,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10101010,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10101011,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10101100,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10101101,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10101110,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10101111,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10110000,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10110001,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10110010,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10110011,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10110100,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10110101,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10110110,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10110111,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10111000,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10111001,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10111010,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10111011,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10111100,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10111101,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10111110,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,10111111,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11000000,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11000001,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11000010,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11000011,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11000100,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11000101,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11000110,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11000111,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11001000,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11001001,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11001010,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11001011,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11001100,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11001101,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11001110,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11001111,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11010000,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11010001,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11010010,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11010011,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11010100,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11010101,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11010110,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11010111,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11011000,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11011001,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11011010,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11011011,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11011100,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11011101,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11011110,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11011111,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11100000,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11100001,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11100010,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11100011,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11100100,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11100101,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11100110,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11100111,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11101000,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11101001,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11101010,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11101011,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11101100,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11101101,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11101110,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11101111,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11110000,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11110001,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11110010,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11110011,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11110100,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11110101,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11110110,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11110111,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11111000,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11111001,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11111010,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11111011,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11111100,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11111101,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11111110,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,16QAM,11111111,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00000000,-5.5,2,"1,2",True,,,,,,,0.0
bristol,froxfield,voyager,QPSK,00000001,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00000010,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00000011,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00000100,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00000101,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00000110,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00000111,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00001000,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00001001,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00001010,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00001011,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00001100,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00001101,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00001110,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00001111,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00010000,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00010001,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00010010,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00010011,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00010100,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00010101,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00010110,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00010111,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00011000,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00011001,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00011010,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00011011,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00011100,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00011101,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00011110,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00011111,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00100000,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00100001,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00100010,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00100011,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00100100,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00100101,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00100110,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00100111,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00101000,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00101001,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00101010,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00101011,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00101100,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00101101,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00101110,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00101111,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00110000,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00110001,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00110010,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00110011,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00110100,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00110101,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00110110,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00110111,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00111000,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00111001,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00111010,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00111011,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00111100,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00111101,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00111110,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,00111111,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,01000000,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,01000001,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,01000010,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,01000011,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,01000100,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,01000101,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,01000110,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,01000111,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,01001000,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,01001001,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,01001010,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,01001011,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,01001100,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,01001101,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,01001110,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,01001111,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bristol,froxfield,voyager,QPSK,01010000,-5.5,2,"1,2",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0
